Unnamed: 0,Features,XGBoost_Importance,LightGBM_Importance,CatBoost_Importance,Total_Importance,IC mean,IC std,IR,t_value,p,IC Skew,IC kurtosis,Alpha_index,IC mean abs,topsis_score
93,alpha168,1.0508273,0.0467363744300083,-0.4561403279300617,0.213807770428571,-0.0064814056928319,0.4385934771180178,-0.014777706534582,-2.058667653232116,0.0395394045119706,0.0022932323074739,-0.853005191199828,alpha168,0.0064814056928319,0.3031683202897904
96,alpha176,-1.3633345,1.4577983332279618,-0.4561403279300617,-0.1205588437515097,0.0005668945964365,0.320951088660037,0.0017662959138206,0.2460609334276161,0.805637666410659,-0.0003319289460788,-0.4738662428312761,alpha176,0.0005668945964365,0.30173063301882985
72,alpha138,0.18024434,0.2894997221801939,-0.4561403279300617,0.0045345785809283,0.0038435266674102,0.3756981709434465,0.0102303576771705,1.4251809901421577,0.1541209726203752,0.0030349970343123,-0.7061516546725826,alpha138,0.0038435266674102,0.29863993805622485
114,alpha139,0.011098334,-0.8636261796331876,-0.4561403279300617,-0.4362227246429377,0.011784153886932,0.5072098964075465,0.0232332885663243,3.2366064069394644,0.0012116301554786,-0.0147420022745833,-1.0775435799274191,alpha139,0.011784153886932,0.29610175500280306
84,alpha157,0.6039991,0.2894997221801939,-0.4561403279300617,0.1457861575079684,-0.0006060863479507,0.5558740288906493,-0.0010903303922299,-0.1518928464688938,0.8792730294915505,0.0139034295499092,-1.224148582007522,alpha157,0.0006060863479507,0.29560948618978267
119,alpha068,-0.11692452,-0.241545101023337,-0.4561403279300617,-0.2715366486033563,0.0088711739712865,0.4958296778178995,0.0178915752085026,2.49245761247995,0.0126945210434541,-0.0278351282786275,-1.0892424482268264,alpha068,0.0088711739712865,0.28807882329614104
75,alpha142,-0.58959156,-0.8636261796331876,-0.4561403279300617,-0.6364526901037348,0.0138957810391657,0.5099827000069995,0.0272475537679513,3.795829714206089,0.0001475979151368,-0.0309229874717438,-1.0934528862592785,alpha142,0.0138957810391657,0.28807258846654926
80,alpha150,-0.5303781,0.6839901622742454,-0.4561403279300617,-0.1008427563040139,0.0026733074045559,0.3572793626435961,0.0074824008439095,1.0423658468129715,0.2972550796746107,0.0161485774049482,-0.5561958888603291,alpha150,0.0026733074045559,0.28339723638440106
121,alpha069,-0.12974693,-0.8636261796331876,-0.4561403279300617,-0.4831711454581075,0.0113684185337764,0.5741380293632015,0.019800845706712,2.7584361935768205,0.0058133015561239,-0.0250139775078671,-1.2907077474952549,alpha069,0.0113684185337764,0.28165539617874835
3,alpha005,0.1887736,-0.8636261796331876,-0.4561403279300617,-0.376997635105337,0.0072665898016308,0.452393081357007,0.0160625573225696,2.237658943272264,0.0252546064128626,-0.0067285956658102,-0.909898021219036,alpha005,0.0072665898016308,0.2769334244298907
52,alpha103,-0.019114306,0.5777811976335392,-0.4561403279300617,0.034175521168969,-0.0078112602709474,0.5749457345362214,-0.013586082653954,-1.8926637112721736,0.0584174726029164,0.0101319158468428,-1.2388183335762293,alpha103,0.0078112602709474,0.2767101792339126
8,alpha011,0.3384546,-0.7118990872893215,1.38112323986508,0.3358929189082077,-0.0011403153498053,0.4933672724001859,-0.002311291027185,-0.3219836626026316,0.747468539534627,0.0019472287020415,-1.0318233739460183,alpha011,0.0011403153498053,0.2729275400007203
28,alpha053,-0.34098566,-0.8636261796331876,1.26878708530427,0.0213917499621585,0.0067090945735278,0.5416053423239906,0.0123874231829759,1.7256796481925256,0.0844209800923469,-0.0268418664965959,-1.2025140715413951,alpha053,0.0067090945735278,0.2721714125339904
21,alpha038,-0.21537912,-0.1808542640857906,0.5239604523011877,0.0425756897653415,0.0045335076484397,0.5638202036236325,0.0080406974054907,1.1201415875578722,0.2626672935900689,-0.0101574768956056,-1.2207388787078348,alpha038,0.0045335076484397,0.26757783040539923
20,alpha037,-0.9663459,-0.165681554851404,-0.4561403279300617,-0.5293892630130318,0.0109237934117981,0.6189207784063091,0.0176497441884669,2.45876837272341,0.01395011998502,-0.0106718248905244,-1.434334656467576,alpha037,0.0109237934117981,0.26418177742966326
91,alpha166,0.3999163,-0.8181080519300277,-0.4561403279300617,-0.2914440295410707,0.0030957480754962,0.6667024294404645,0.0046433730233956,0.6468636944972108,0.5177278153250682,0.0027193721030184,-1.494601964642121,alpha166,0.0030957480754962,0.25802365820584594
94,alpha170,-0.6969527,-0.8636261796331876,-0.4561403279300617,-0.6722397360593928,0.0112562046013769,0.578993497199302,0.0194409862214779,2.708304525294849,0.0067687212559157,0.0025149704574769,-1.36052824034177,alpha170,0.0112562046013769,0.2578736043501676
131,alpha066,0.14130774,-0.8636261796331876,-0.4561403279300617,-0.3928195887198898,-0.020319979962574,0.659208474696695,-0.0308248160370258,-4.294174575990808,1.761958399395007e-05,0.0306142662857908,-1.4796546925428444,alpha066,0.020319979962574,0.2549070141568793
55,alpha107,-0.81865585,0.623299325336699,-0.4561403279300617,-0.2171656170321585,3.79603828348064e-05,0.422216922609876,8.990729836255614e-05,0.0125248966404459,0.9900069683725112,-0.0190203500133488,-0.7603651577034118,alpha107,3.79603828348064e-05,0.25098388607691424
110,alpha178,-0.20752704,-0.7725899242268679,-0.4561403279300617,-0.4787524311973904,-0.0236793044654871,0.504973785737706,-0.0468921459574273,-6.532498385137592,6.628660831789526e-11,0.0511536279228269,-1.0411624539348137,alpha178,0.0236793044654871,0.24741723156683437
74,alpha141,0.236562,-0.8636261796331876,-0.4561403279300617,-0.3610681696127706,0.0009296172175591,0.3197650681963303,0.00290718815161,0.4049975004966799,0.6854838123677929,0.0298857058663833,-0.5095384538200456,alpha141,0.0009296172175591,0.24130802472983362
135,alpha029,-0.45132655,-0.3325813564296566,0.4978075375976633,-0.0953667892950618,0.0030462221131654,0.5213785848070556,0.0058426299083471,0.8139309827254583,0.4156944771144533,0.0009077734626272,-1.0898473346613538,alpha029,0.0030462221131654,0.2410214191674011
54,alpha105,-0.83823526,-0.8636261796331876,-0.4561403279300617,-0.7193339222064469,0.0068197902171453,0.3981644271691653,0.0171280751161828,2.386095171216147,0.0170378717993913,-0.0279028287726041,-1.0330278014885153,alpha105,0.0068197902171453,0.23377163075251023
71,alpha131,-1.2640163,0.4108813960552867,-0.373982325987157,-0.4090390668564609,-0.0173590761040501,0.4836084488367948,-0.0358948983331521,-5.000482716420741,5.768561051959568e-07,0.0314135884166894,-1.0798694989937685,alpha131,0.0173590761040501,0.22915545021750672
92,alpha167,0.112175114,-0.7877626334612545,-0.4561403279300617,-0.3772426156461591,-0.0001060877444317,0.6233734752056915,-0.0001701832828172,-0.023708064484626,0.9810857170447044,-0.0110254668181844,-1.4032025191405588,alpha167,0.0001060877444317,0.22843434360475134
31,alpha060,-0.14826797,-0.7118990872893215,0.0337460186130181,-0.275473679388467,0.0013760413989395,0.4954622398080207,0.0027772881329416,0.3869012576215768,0.6988335525371014,-0.0042565380160508,-1.0672902431198696,alpha060,0.0013760413989395,0.22760228298239885
35,alpha070,-0.49345204,-0.013954462507538,-0.4561403279300617,-0.321182277592944,0.0003121706412247,0.3645120908474109,0.0008564068217846,0.1193051856788185,0.9050348102133404,0.0011120061265391,-0.5747168434154597,alpha070,0.0003121706412247,0.22520640634080988
127,alpha043,-0.47347242,-0.4539630303047494,-0.4561403279300617,-0.4611919248785734,0.0031694499326238,0.4848433038989599,0.0065370603391573,0.9106713978895722,0.362479849886692,-0.0026261408004847,-1.0251300625647275,alpha043,0.0031694499326238,0.22415563145621198
12,alpha016,-1.0432299,-0.8636261796331876,-0.4561403279300617,-0.7876654817055516,0.0044038843307189,0.3160050712211978,0.0139361191695443,1.9414269513872364,0.0522209680869976,0.0104365491061143,-0.4670279921067273,alpha016,0.0044038843307189,0.2132436472125132
48,alpha097,-0.7813587,-0.2263723917889504,0.249138078170581,-0.2528643441634799,0.0005402659757331,0.3798151616864619,0.0014224444683414,0.1981593293005686,0.8429224826347379,0.0009486652350428,-0.7039108597443189,alpha097,0.0005402659757331,0.21161728740362729
38,alpha076,-0.23890524,-0.31740864719527,-0.4561403279300617,-0.3374847370834413,-0.0040063694752418,0.4652586735574047,-0.008611058112273,-1.1995979724156771,0.230310160080498,0.0070365141649107,-0.975586995830248,alpha076,0.0040063694752418,0.21064980671687403
65,alpha121,-0.0720074,-0.8636261796331876,-0.4561403279300617,-0.463924636780307,-0.0028532997223163,0.5635579113704272,-0.0050630106768936,-0.7053230001623229,0.4806177158863767,0.0182673332101894,-1.3209282730863878,alpha121,0.0028532997223163,0.2105268522345459
128,alpha099,-0.69350916,-0.8636261796331876,-0.4561403279300617,-0.6710918896785233,0.0023453377267261,0.3095405238698644,0.007576835812658,1.055521488728153,0.2912000272422653,-0.0148788564097044,-0.4747286517601741,alpha099,0.0023453377267261,0.2057915354378514
44,alpha090,-0.6362151,-0.8636261796331876,-0.4561403279300617,-0.6519938661049657,0.0020344052637855,0.3041157986551108,0.0066895744081113,0.9319179817003792,0.3513905074953515,-0.0161024165173172,-0.4576372232066208,alpha090,0.0020344052637855,0.2055821271639206
50,alpha101,-0.4751627,-0.8636261796331876,-0.4561403279300617,-0.5983097407610072,0.00140760284021,0.3646493068962756,0.0038601549861452,0.5377543658647723,0.5907528072134717,-0.0022453940063126,-0.6700755744768259,alpha101,0.00140760284021,0.20538301216073432
22,alpha039,-1.1077769,-0.8636261796331876,-0.4561403279300617,-0.8091811292758438,0.0043511155431358,0.480854358786303,0.0090487181069091,1.2605679525653428,0.2074797071299438,-0.0073704051190032,-1.1774077106384326,alpha039,0.0043511155431358,0.1983088888999654
47,alpha093,-0.38313505,-0.7877626334612545,-0.4561403279300617,-0.542346003975506,-0.0128716592173144,0.5743504135289819,-0.022410812135099,-3.122028030345838,0.0017987365359928,0.0203425831921729,-1.298526663101716,alpha093,0.0128716592173144,0.19623304070057107
97,alpha179,-1.3088708,0.3046724314145804,-0.4561403279300617,-0.4867795629681324,-0.00943668485764,0.4400434587913461,-0.0214448929284382,-2.987466782852199,0.0028165149442573,0.0248896687145185,-0.8474928388168261,alpha179,0.00943668485764,0.195957174268479
17,alpha033,-0.4567705,-0.4084449026015896,-0.4561403279300617,-0.4404519133376938,-0.007434392392326,0.5645408909624251,-0.0131689174537063,-1.83454884061926,0.0665878648957108,0.0264686695515416,-1.2718475728532233,alpha033,0.007434392392326,0.19472251097072413
56,alpha108,-0.7758201,-0.7118990872893215,-0.4561403279300617,-0.6479531638949966,0.0016224612402472,0.4941693248455394,0.0032832091323239,0.457380610698585,0.6474026185177297,0.0072899487084977,-1.070927958113648,alpha108,0.0016224612402472,0.19278189277083937
123,alpha084,-1.3662701,-0.8636261796331876,-0.4561403279300617,-0.8953455242902888,0.0037858125847643,0.3826751542619,0.00989301903351,1.3781866779825511,0.1681615486230943,0.0060613365211985,-0.7288933352413736,alpha084,0.0037858125847643,0.19269876938718147
61,alpha115,-1.2899908,-0.8636261796331876,-0.4561403279300617,-0.8699190967669937,0.0037486046299483,0.4349293510936081,0.0086188817115299,1.200687870275288,0.2298869565807768,-0.0041457053025115,-0.8489300797549917,alpha115,0.0037486046299483,0.19088362945063397
39,alpha077,-1.0202702,-0.8636261796331876,-0.4561403279300617,-0.7800122453163915,0.0027707146184055,0.4471489960282771,0.0061964012958005,0.8632145241386638,0.3880301975622662,-0.0093400069058804,-0.895111763172745,alpha077,0.0027707146184055,0.19036791842846087
66,alpha123,-1.4601202,-0.8636261796331876,-0.4561403279300617,-0.926628902891363,0.0037316646994263,0.4177528393294429,0.0089327093633072,1.2444068894540712,0.2133648775966305,-0.0190996427873994,-0.7009775044698952,alpha123,0.0037316646994263,0.18806650559561724
118,alpha089,-0.5400611,-0.8332807611644143,-0.4561403279300617,-0.6098274017710144,-0.0018471077868819,0.6628751635600869,-0.002786509268143,-0.3881858448287103,0.6978827657570851,-0.0015972809797322,-1.4923535517507014,alpha089,0.0018471077868819,0.18736598651669117
79,alpha148,-0.4865436,-0.8636261796331876,-0.4561403279300617,-0.6021033677847041,-0.0028169475640937,0.4666893426322744,-0.0060360229102411,-0.8408723701747847,0.4004297991280449,0.010991537209229,-0.909655719407624,alpha148,0.0028169475640937,0.18395637346830587
6,alpha008,-1.3025072,-0.8636261796331876,-0.4561403279300617,-0.8740912232191218,0.003547187964252,0.6223747163905136,0.0056994409811891,0.793983475177421,0.4272147600915027,0.0104814305027749,-1.4506202679968028,alpha008,0.003547187964252,0.1821145283345993
5,alpha007,-1.247396,-0.8636261796331876,-0.4561403279300617,-0.8557208332807673,0.002453252828147,0.4247904860036952,0.0057752066229791,0.8045383116545421,0.4210960084995434,0.0036235124372676,-0.8478966107412416,alpha007,0.002453252828147,0.18174764595638454
23,alpha041,-0.5608395,-0.8484534703988009,-0.4561403279300617,-0.6218110908433551,-0.0051651795837086,0.5964632686385553,-0.0086596775615341,-1.2063710997123624,0.2276891406677076,0.0243687696627515,-1.3986454833572417,alpha041,0.0051651795837086,0.17932936305460592
43,alpha087,-0.6376956,-0.8636261796331876,-0.4561403279300617,-0.6524873726954911,-0.0014327681864779,0.3917040358104065,-0.0036577825487899,-0.5095620621595875,0.6103641025513338,0.0131832370623138,-0.6997323807667168,alpha087,0.0014327681864779,0.17924018460859303
33,alpha062,-0.99698204,-0.8636261796331876,-0.4561403279300617,-0.7722495151947789,0.0009634979382838,0.4187343690822732,0.0023009764887356,0.3205467544725282,0.7485573449780141,0.0104016413520816,-0.8532035622019669,alpha062,0.0009634979382838,0.1781209692208949
18,alpha035,-1.1699584,-0.8636261796331876,-0.3599212197814025,-0.7978352508190643,0.0016318934690708,0.4794148398689585,0.0034039277330608,0.4741977993400632,0.6353641978342877,-0.0007914048183045,-0.9828463379550744,alpha035,0.0016318934690708,0.1767450161673853
98,alpha180,-1.1372281,-0.8181080519300277,0.5081602045570576,-0.4823919928890736,-0.0005798848256435,0.3839505726799138,-0.0015103111361341,-0.2103999477185198,0.8333577424056764,-0.0142506269413615,-0.6140224798485829,alpha180,0.0005798848256435,0.17653048942650668
83,alpha156,-0.5055409,-0.8636261796331876,-0.4561403279300617,-0.6084358049820714,-0.0051265226402342,0.4412154821711598,-0.0116190905518712,-1.6186439907394476,0.1055401350587957,0.0182854540429501,-0.7528003428417924,alpha156,0.0051265226402342,0.1757030061890715
70,alpha130,-0.8620065,-0.8636261796331876,-0.4561403279300617,-0.7272576643418126,-0.0005891269113733,0.3998925015235919,-0.0014732131988691,-0.2052318708406597,0.8373931226234738,-0.0062748078539219,-0.9147040676638464,alpha130,0.0005891269113733,0.17312169406495442
0,alpha001,-0.9226307,-0.8636261796331876,-0.4561403279300617,-0.7474657449514521,-0.0001973999123253,0.3137739129083686,-0.0006291151182572,-0.0876414036971632,0.9301625976653376,-0.0167372089373704,-0.4078090849996036,alpha001,0.0001973999123253,0.17242668760492005
9,alpha012,-0.83385557,-0.8636261796331876,-0.4561403279300617,-0.7178740256419632,-0.0127317007760009,0.5270173917685286,-0.0241580277517536,-3.365430906483027,0.0007657233105352,0.0390854338156036,-1.1740876853922393,alpha012,0.0127317007760009,0.16714736806916178
105,alpha095,-1.1332916,-0.4084449026015896,-0.4561403279300617,-0.6659589442221187,-0.0020574166620898,0.373986052822692,-0.0055013192245039,-0.766383329584133,0.4434575711360762,-4.703828839897693e-07,-0.6995745093723471,alpha095,0.0020574166620898,0.1653689332198176
81,alpha154,-1.1027706,-0.8636261796331876,-0.4561403279300617,-0.8075123581678523,-0.0006559998796468,0.3146784638105137,-0.0020846672241347,-0.2904129251745765,0.7715034599219075,0.0071249034195114,-0.0364426202391499,alpha154,0.0006559998796468,0.16196041372174602
37,alpha074,-1.0846497,-0.8636261796331876,-0.4561403279300617,-0.801472063202744,-0.0010069389651689,0.3896050451019422,-0.0025845121304974,-0.3600458237541775,0.7188167840717031,0.0080667240461463,-0.6989297603816658,alpha074,0.0010069389651689,0.1615974265798491
62,alpha117,-0.9254925,-0.696726378054935,-0.4561403279300617,-0.6927864103619016,-0.0041295246050912,0.5073564643810868,-0.0081392963232049,-1.1338773050771604,0.2568600248767742,0.0192270105031675,-1.043741648561782,alpha117,0.0041295246050912,0.1615852430681673
14,alpha025,-0.8821454,-0.8636261796331876,-0.4561403279300617,-0.733970637459641,-0.0084191604204063,0.4912575205534269,-0.017137977675989,-2.387474687009715,0.0169740825883479,0.016635907196125,-1.0528398079715815,alpha025,0.0084191604204063,0.1546184406530557
101,alpha185,-1.1257591,-0.8636261796331876,-0.4561403279300617,-0.8151752107730362,-0.0110174621146464,0.5683854257223081,-0.0193837871557761,-2.7003361801338603,0.0069329517263781,0.0248683618432367,-1.3031638092518274,alpha185,0.0110174621146464,0.15257527067866603
32,alpha061,-1.5106664,-0.8636261796331876,-0.4561403279300617,-0.9434776259850316,-0.0014168425438408,0.4879576474982373,-0.0029036178674624,-0.4045001277500886,0.6858494419746441,0.0191218948875315,-1.1203570651762105,alpha061,0.0014168425438408,0.1493220733901387
16,alpha032,-0.78291434,-0.8636261796331876,-0.2442993853933643,-0.6302799685075383,-0.0051657015235211,0.3017563593115476,-0.0171187826341312,-2.3848006447499976,0.0170979223035199,0.0160082177265251,-0.4193436447465259,alpha032,0.0051657015235211,0.1487925381594173
26,alpha045,-1.1946609,-0.8636261796331876,-0.4561403279300617,-0.8381424698621882,-0.0129010442474961,0.4835483132581316,-0.026679948815392,-3.716757230738273,0.000202363021576,0.0292287386836362,-1.0996264031990532,alpha045,0.0129010442474961,0.14869440581863702
46,alpha092,-0.99201727,-0.8029353426956412,-0.4561403279300617,-0.750364313253408,-0.0056038377026769,0.4317963294515107,-0.0129779651202575,-1.8079474602724213,0.0706301535309563,0.0084691594881876,-0.7964489167907698,alpha092,0.0056038377026769,0.1483909333278072
30,alpha056,-1.029928,-0.8636261796331876,-0.4561403279300617,-0.7832314921807103,-0.0070219197390224,0.451156083389955,-0.0155642802957687,-2.1682444644407206,0.0301522022476435,0.0298636062900938,-0.8628995183096082,alpha056,0.0070219197390224,0.1448855421249563
67,alpha125,-1.7428257,-0.8636261796331876,-0.4561403279300617,-1.0208640846998347,-0.006289964635975,0.4787146161833719,-0.0131392784413452,-1.830419859178264,0.067202508602744,0.031420594006251,-1.064401175122509,alpha125,0.006289964635975,0.12894389845354945
